Target relationship: se -> cluster
Model Formula: Formula(cluster ~ abs_chronotype_desync + age + chronotype_desync + se + sfi + sri + waso + (1|id))

                           mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
abs_chronotype_desync[1] -0.139  0.044  -0.219   -0.056      0.000    0.000  13191.520  6718.465  1.001
abs_chronotype_desync[2] -0.072  0.044  -0.154    0.012      0.000    0.000  13123.522  7124.271  1.000
1|id[1, 2549]             0.359  0.580  -0.733    1.439      0.005    0.007  15397.276  6002.004  1.001
1|id[1, 2550]            -0.013  0.677  -1.260    1.247      0.005    0.009  16000.823  5697.575  1.001
1|id[1, 2551]            -0.492  0.709  -1.840    0.797      0.005    0.009  17643.384  6022.711  1.001
1|id[1, 2552]            -0.178  0.778  -1.688    1.240      0.006    0.011  18397.197  5143.771  1.001
1|id[1, 2554]            -0.019  0.599  -1.219    1.019      0.004    0.008  18862.929  5837.173  1.000
1|id[1, 2555]            -0.049  0.683  -1.324    1.217      0.005    0.010  18077.722  5106.884  1.001
1|id[1, 2561]            -0.448  0.624  -1.564    0.767      0.005    0.008  15743.649  6094.713  1.001
1|id[1, 2562]             1.055  0.638  -0.098    2.304      0.005    0.009  16363.021  5720.504  1.000
1|id[1, 2563]            -0.056  0.642  -1.214    1.178      0.005    0.008  15396.385  5929.913  1.001
1|id[1, 2564]            -0.782  0.663  -2.008    0.467      0.005    0.009  16037.687  5464.021  1.001
1|id[1, 2565]             0.661  0.609  -0.440    1.828      0.005    0.008  16671.990  5261.323  1.001
1|id[1, 2566]             0.469  0.586  -0.622    1.590      0.004    0.007  17195.596  6235.319  1.000
1|id[1, 2568]            -0.306  0.590  -1.440    0.774      0.005    0.007  16773.188  5991.443  1.000
1|id[1, 2576]            -0.723  0.607  -1.871    0.411      0.005    0.008  16142.258  5642.773  1.000
1|id[1, 2577]            -0.252  0.600  -1.376    0.860      0.005    0.008  16614.921  5799.726  1.000
1|id[1, 2584]            -0.979  0.620  -2.102    0.243      0.005    0.009  17684.730  5539.381  1.001
1|id[1, 2586]             0.432  0.613  -0.736    1.579      0.005    0.008  16155.589  5716.496  1.001
1|id[1, 2587]            -0.562  0.613  -1.729    0.602      0.005    0.008  18273.590  5650.406  1.001
1|id[1, 2588]            -0.768  0.647  -1.959    0.446      0.005    0.008  15685.234  5634.262  1.002
1|id[1, 2589]            -0.741  0.645  -1.994    0.393      0.005    0.008  16706.482  6163.243  1.001
1|id[1, 2590]            -0.345  0.612  -1.478    0.793      0.005    0.008  17664.687  5999.952  1.000
1|id[1, 2591]             0.777  0.623  -0.396    1.957      0.005    0.008  16702.436  5638.067  1.001
1|id[1, 2592]             0.122  0.617  -1.005    1.322      0.005    0.008  15236.754  5047.932  1.000
1|id[1, 2593]            -0.084  0.682  -1.374    1.185      0.005    0.009  15633.231  6308.223  1.001
1|id[1, 2594]             0.887  0.614  -0.211    2.096      0.005    0.008  15749.271  5634.168  1.000
1|id[1, 2595]            -0.267  0.611  -1.422    0.882      0.005    0.008  16272.145  5874.390  1.000
1|id[1, 2597]             0.792  0.639  -0.406    1.988      0.005    0.008  16554.934  5762.604  1.000
1|id[1, 2609]            -0.501  0.620  -1.726    0.609      0.005    0.008  16691.918  5869.610  1.002
1|id[1, 2615]             0.392  0.601  -0.671    1.570      0.005    0.007  16240.454  6403.371  1.001
1|id[1, 2616]            -0.261  0.757  -1.669    1.161      0.006    0.010  17200.018  5347.554  1.002
1|id[1, 2617]             0.019  0.626  -1.163    1.171      0.005    0.008  18504.223  5729.417  1.000
1|id[1, 2618]             0.641  0.592  -0.411    1.800      0.005    0.007  14513.989  6071.757  1.000
1|id[1, 2619]             1.224  0.622   0.086    2.424      0.005    0.009  16822.373  5357.416  1.001
1|id[1, 2620]            -1.047  0.637  -2.213    0.189      0.005    0.009  15783.388  5664.746  1.002
1|id[1, 2623]             0.564  0.619  -0.621    1.700      0.005    0.008  17427.659  5939.632  1.000
1|id[1, 2624]             0.159  0.626  -1.082    1.297      0.005    0.008  16906.201  5596.039  1.001
1|id[1, 2626]            -0.451  0.628  -1.601    0.735      0.005    0.010  18012.314  5087.161  1.001
1|id[1, 2627]             0.300  0.578  -0.789    1.367      0.004    0.008  16668.572  5135.215  1.000
1|id[1, 2628]             0.338  0.570  -0.728    1.421      0.004    0.008  17383.817  5292.854  1.000
1|id[1, 2631]            -0.190  0.598  -1.356    0.879      0.005    0.008  15823.452  5361.838  1.000
1|id[1, 2632]             0.171  0.595  -0.949    1.298      0.005    0.007  15934.378  5995.752  1.000
1|id[1, 2633]             0.545  0.597  -0.558    1.656      0.005    0.008  15195.291  5454.137  1.000
1|id[1, 2634]             0.287  0.573  -0.812    1.322      0.004    0.008  17462.771  5387.796  1.001
1|id[1, 2635]             1.072  0.634  -0.094    2.307      0.005    0.008  16132.292  5607.326  1.000
1|id[1, 2637]             0.931  0.605  -0.189    2.092      0.004    0.008  18518.037  5635.329  1.000
1|id[1, 2647]            -0.583  0.591  -1.681    0.543      0.005    0.008  16381.071  5723.155  1.000
1|id[1, 2651]             0.510  0.612  -0.630    1.656      0.005    0.008  16894.590  5396.664  1.001
1|id[1, 2652]            -0.092  0.661  -1.357    1.116      0.005    0.008  18203.254  5741.986  1.001
1|id[1, 2653]             0.102  0.615  -0.994    1.282      0.005    0.008  16681.665  5969.645  1.001
1|id[1, 2657]            -0.818  0.634  -2.063    0.330      0.005    0.009  17556.442  5527.357  1.001
1|id[1, 2658]            -0.340  0.577  -1.413    0.722      0.005    0.007  16456.069  5991.778  1.000
1|id[2, 1]                0.377  0.638  -0.804    1.563      0.005    0.008  16757.081  6195.567  1.000
1|id[2, 4]                0.134  0.561  -0.929    1.154      0.004    0.008  19296.455  5865.406  1.001
1|id[2, 6]               -0.095  0.646  -1.270    1.160      0.005    0.008  16722.484  5476.267  1.001
1|id[2, 7]                0.213  0.634  -0.979    1.411      0.005    0.008  15817.417  6209.606  1.000
1|id[2, 9]               -0.466  0.691  -1.818    0.783      0.005    0.009  17913.982  5759.726  1.000
1|id[2, 10]              -0.550  0.667  -1.822    0.709      0.005    0.009  17620.820  5926.971  1.001
1|id[2, 16]              -0.543  0.678  -1.878    0.670      0.005    0.010  18262.913  5598.081  1.001
1|id[2, 18]              -0.731  0.638  -1.960    0.421      0.005    0.008  16112.512  5947.042  1.000
1|id[2, 21]              -0.320  0.610  -1.462    0.801      0.005    0.008  15684.529  5219.222  1.001
1|id[2, 22]              -0.650  0.675  -1.905    0.621      0.005    0.010  17330.008  5477.157  1.001
1|id[2, 23]               0.169  0.621  -0.970    1.352      0.005    0.008  17095.900  5839.753  1.001
1|id[2, 24]              -0.067  0.650  -1.357    1.108      0.005    0.008  15087.049  6203.107  1.001
1|id[2, 25]              -0.111  0.656  -1.364    1.090      0.005    0.008  16398.351  5568.631  1.001
1|id[2, 26]              -0.810  0.634  -1.965    0.391      0.005    0.009  18161.056  5504.433  1.003
1|id[2, 27]              -0.385  0.704  -1.792    0.874      0.005    0.009  17614.299  4997.628  1.000
1|id[2, 33]               0.624  0.636  -0.535    1.847      0.005    0.008  16902.354  6254.179  1.001
1|id[2, 35]              -0.557  0.683  -1.834    0.726      0.005    0.009  18478.105  5859.990  1.001
1|id[2, 46]               0.240  0.631  -0.886    1.487      0.005    0.008  17140.144  5597.114  1.002
1|id[2, 48]              -0.139  0.641  -1.373    1.035      0.005    0.009  19379.742  5744.368  1.001
1|id[2, 49]              -0.492  0.679  -1.734    0.836      0.005    0.009  16884.776  5546.098  1.001
1|id[2, 50]               0.023  0.610  -1.126    1.156      0.005    0.008  16373.856  5513.715  1.001
1|id[2, 51]              -0.767  0.647  -1.989    0.448      0.005    0.009  17566.423  5216.600  1.001
1|id[2, 53]               0.148  0.578  -0.988    1.167      0.005    0.007  16120.185  6326.259  1.001
1|id[2, 55]              -0.029  0.672  -1.285    1.248      0.005    0.008  18606.448  6220.983  1.001
1|id[2, 63]               0.667  0.598  -0.425    1.825      0.005    0.008  17022.219  5581.331  1.000
1|id[2, 85]              -0.079  0.589  -1.188    0.995      0.005    0.008  16424.117  5929.117  1.000
1|id[2, 86]               0.784  0.598  -0.303    1.915      0.004    0.008  18646.439  5406.774  1.000
1|id[2, 94]               0.539  0.610  -0.589    1.695      0.005    0.008  17206.090  5897.839  1.001
1|id[2, 96]               0.150  0.587  -0.983    1.228      0.005    0.007  16859.276  6469.179  1.000
1|id[2, 101]              0.241  0.628  -0.940    1.383      0.005    0.008  16688.596  6097.525  1.001
1|id[2, 104]             -0.663  0.648  -1.817    0.625      0.005    0.009  15752.147  5836.491  1.002
1|id[2, 105]              0.955  0.589  -0.141    2.038      0.004    0.008  19072.265  5622.532  1.001
1|id[2, 106]             -0.173  0.653  -1.411    1.038      0.005    0.008  17315.551  6222.963  1.001
1|id[2, 108]             -0.610  0.674  -1.837    0.693      0.005    0.008  18207.726  6275.445  1.000
1|id[2, 112]             -0.033  0.662  -1.296    1.186      0.005    0.009  17267.978  5328.482  1.000
1|id[2, 113]              0.009  0.594  -1.116    1.126      0.005    0.008  17172.954  5367.239  1.001
1|id[2, 114]             -0.367  0.621  -1.524    0.787      0.005    0.009  18546.523  5214.519  1.000
1|id[2, 118]              0.161  0.638  -1.094    1.303      0.005    0.008  15280.720  5865.836  1.000
1|id[2, 119]              0.537  0.681  -0.749    1.816      0.005    0.009  18445.475  5864.326  1.001
1|id[2, 124]              0.362  0.592  -0.766    1.474      0.005    0.008  16682.066  5842.139  1.000
1|id[2, 125]              0.240  0.619  -0.883    1.416      0.004    0.008  20280.400  5683.423  1.001
1|id[2, 127]             -0.420  0.709  -1.768    0.943      0.006    0.009  16350.849  5637.282  1.001
1|id[2, 151]              0.230  0.653  -1.007    1.462      0.005    0.009  17356.968  5436.316  1.001
1|id[2, 152]              0.317  0.640  -0.862    1.529      0.005    0.008  16156.900  5957.356  1.000
1|id[2, 153]              0.120  0.693  -1.189    1.433      0.006    0.009  15647.580  5667.476  1.000
1|id[2, 165]             -0.523  0.695  -1.780    0.813      0.005    0.009  18079.538  5458.477  1.000
1|id[2, 176]             -0.616  0.664  -1.888    0.602      0.005    0.010  19026.178  4946.832  1.001
1|id[2, 197]              0.379  0.649  -0.879    1.556      0.005    0.009  17390.875  5864.474  1.001
1|id[2, 198]             -0.274  0.634  -1.397    0.958      0.005    0.008  13981.298  5509.655  1.000
1|id[2, 200]             -0.392  0.710  -1.736    0.936      0.005    0.010  17298.266  5887.955  1.002
1|id[2, 232]             -0.493  0.695  -1.795    0.779      0.005    0.009  16609.535  5305.075  1.002
1|id[2, 233]             -0.414  0.637  -1.605    0.760      0.005    0.008  14860.551  5676.785  1.001
1|id[2, 234]              0.070  0.621  -1.119    1.221      0.005    0.009  14551.281  4450.250  1.000
1|id[2, 235]             -0.283  0.734  -1.698    1.066      0.006    0.009  16823.726  5997.258  1.002
1|id[2, 236]             -0.433  0.695  -1.709    0.885      0.005    0.009  17544.593  5442.019  1.001
1|id[2, 240]             -0.361  0.629  -1.541    0.829      0.005    0.009  19350.557  5474.121  1.000
1|id[2, 256]             -0.196  0.659  -1.461    1.006      0.005    0.009  16740.060  5256.334  1.001
1|id[2, 281]             -0.088  0.659  -1.334    1.156      0.005    0.009  21060.608  5496.928  1.000
1|id[2, 296]             -0.354  0.709  -1.662    0.981      0.005    0.009  17789.700  5610.059  1.000
1|id[2, 304]             -0.225  0.651  -1.463    0.956      0.005    0.009  16875.096  5592.691  1.000
1|id[2, 305]             -0.113  0.584  -1.159    1.051      0.005    0.007  16537.552  6032.322  1.000
1|id[2, 307]             -0.438  0.698  -1.726    0.892      0.005    0.009  16847.789  5614.911  1.000
1|id[2, 309]              0.034  0.678  -1.235    1.319      0.006    0.009  14857.018  5324.108  1.000
1|id[2, 310]              0.107  0.686  -1.163    1.418      0.005    0.010  18836.085  5599.585  1.000
1|id[2, 311]             -0.427  0.599  -1.564    0.686      0.005    0.007  16805.954  6134.575  1.000
1|id[2, 312]              0.640  0.619  -0.522    1.836      0.004    0.008  18901.931  5944.918  1.000
1|id[2, 314]             -0.533  0.691  -1.858    0.742      0.005    0.009  17782.118  5456.248  1.001
1|id[2, 316]             -0.121  0.656  -1.445    1.035      0.005    0.008  17849.345  5675.851  1.000
1|id[2, 320]              0.414  0.762  -1.076    1.838      0.006    0.010  19166.224  5738.233  1.002
1|id[2, 325]             -0.376  0.723  -1.711    1.012      0.005    0.010  19257.064  5213.880  1.001
1|id[2, 355]             -0.116  0.665  -1.323    1.178      0.005    0.009  16723.435  5704.133  1.001
1|id[2, 358]              0.132  0.703  -1.206    1.403      0.005    0.009  17471.992  6027.162  1.001
1|id[2, 359]             -0.109  0.772  -1.593    1.288      0.006    0.011  19080.189  5126.318  1.000
1|id[2, 360]             -0.556  0.671  -1.841    0.662      0.005    0.009  15499.712  5227.747  1.000
1|id[2, 361]             -0.122  0.638  -1.336    1.059      0.005    0.009  16355.465  5990.310  1.001
1|id[2, 362]              0.358  0.592  -0.771    1.443      0.004    0.007  18956.090  5600.190  1.001
1|id[2, 374]             -0.832  0.642  -2.080    0.359      0.005    0.009  15392.858  5447.197  1.001
1|id[2, 377]             -0.821  0.647  -2.098    0.329      0.005    0.008  16581.736  5327.869  1.000
1|id[2, 378]             -0.015  0.610  -1.140    1.143      0.005    0.008  17581.996  6086.217  1.001
1|id[2, 380]             -0.095  0.578  -1.171    1.016      0.005    0.007  16242.884  6088.107  1.001
1|id[2, 381]             -0.285  0.589  -1.381    0.843      0.005    0.008  17031.570  5799.715  1.000
1|id[2, 382]             -0.039  0.680  -1.307    1.226      0.005    0.009  17923.945  5263.077  1.001
1|id[2, 383]              0.354  0.596  -0.750    1.473      0.005    0.008  15299.664  5667.613  1.001
1|id[2, 385]             -0.098  0.655  -1.291    1.174      0.005    0.008  17108.643  5919.797  1.001
1|id[2, 386]             -0.850  0.645  -2.021    0.390      0.005    0.009  16571.690  5252.789  1.001
1|id[2, 387]             -0.204  0.651  -1.434    1.018      0.005    0.008  17497.544  6166.840  1.001
1|id[2, 389]              0.860  0.565  -0.187    1.941      0.004    0.008  18025.250  5705.383  1.000
1|id[2, 391]              0.220  0.582  -0.883    1.301      0.005    0.007  16638.174  6032.056  1.000
1|id[2, 392]             -0.388  0.637  -1.560    0.796      0.005    0.007  15672.795  5851.241  1.001
1|id[2, 393]             -0.160  0.667  -1.412    1.094      0.005    0.010  18937.902  5341.359  1.001
1|id[2, 395]              0.070  0.678  -1.258    1.280      0.005    0.009  18537.832  5787.916  1.000
1|id[2, 396]             -0.014  0.672  -1.231    1.284      0.005    0.010  17739.961  4665.443  1.001
1|id[2, 397]              0.018  0.613  -1.099    1.209      0.005    0.008  16119.389  6027.069  1.001
1|id[2, 398]             -0.691  0.677  -1.981    0.552      0.005    0.010  18339.681  5397.705  1.001
1|id[2, 406]              0.186  0.626  -0.977    1.344      0.005    0.008  18674.311  6226.408  1.000
1|id[2, 407]             -0.500  0.683  -1.758    0.817      0.005    0.009  17669.957  5971.401  1.000
1|id[2, 421]             -0.163  0.666  -1.416    1.059      0.005    0.009  17614.419  5540.724  1.000
1|id[2, 422]              0.152  0.598  -0.984    1.223      0.004    0.008  18465.397  5935.543  1.000
1|id[2, 423]              0.758  0.710  -0.580    2.097      0.005    0.010  18890.690  5657.539  1.001
1|id[2, 429]             -0.406  0.622  -1.553    0.778      0.005    0.009  17476.796  5482.405  1.000
1|id[2, 431]              0.916  0.618  -0.230    2.074      0.005    0.008  16145.119  5446.227  1.001
1|id[2, 432]             -0.047  0.664  -1.250    1.274      0.005    0.009  18531.340  5970.091  1.002
1|id[2, 433]              0.300  0.653  -0.884    1.587      0.005    0.009  14730.788  5307.781  1.000
1|id[2, 434]              0.579  0.626  -0.555    1.797      0.004    0.008  19338.101  5997.445  1.001
1|id[2, 435]              0.307  0.654  -0.941    1.524      0.005    0.009  18745.283  6100.146  1.000
1|id[2, 436]              0.342  0.639  -0.854    1.536      0.005    0.009  17054.613  5772.778  1.002
1|id[2, 437]              0.487  0.613  -0.586    1.717      0.005    0.008  16301.430  5402.205  1.002
1|id[2, 438]             -0.565  0.693  -1.954    0.686      0.005    0.009  16802.653  5398.717  1.000
1|id[2, 439]              0.849  0.615  -0.321    1.993      0.005    0.008  17990.467  5625.584  1.001
1|id[2, 440]              1.237  0.628   0.073    2.411      0.005    0.009  15267.739  5501.360  1.001
1|id[2, 441]              0.322  0.660  -0.880    1.597      0.005    0.009  16845.426  6413.222  1.001
1|id[2, 442]              0.509  0.628  -0.659    1.686      0.005    0.008  17197.260  6047.900  1.000
1|id[2, 443]             -0.587  0.671  -1.891    0.635      0.005    0.009  17191.949  5545.699  1.002
1|id[2, 444]              0.548  0.626  -0.703    1.682      0.005    0.009  16406.593  5409.664  1.000
1|id[2, 445]              0.484  0.603  -0.648    1.612      0.005    0.008  16911.620  6219.310  1.001
1|id[2, 451]             -0.491  0.692  -1.795    0.787      0.005    0.009  17175.662  5497.095  1.001
1|id[2, 466]             -0.397  0.631  -1.590    0.802      0.005    0.009  18575.616  5609.302  1.002
1|id[2, 483]              0.688  0.705  -0.581    2.047      0.005    0.009  17996.656  5291.871  1.001
1|id[2, 484]              0.109  0.633  -1.054    1.317      0.005    0.008  19197.343  5768.991  1.001
1|id[2, 485]             -0.351  0.639  -1.584    0.815      0.005    0.008  16705.200  5981.127  1.001
1|id[2, 502]             -0.464  0.618  -1.597    0.676      0.005    0.008  16247.027  6115.505  1.001
1|id[2, 503]              0.498  0.618  -0.619    1.709      0.005    0.008  17104.243  5738.318  1.001
1|id[2, 505]             -0.021  0.601  -1.173    1.051      0.005    0.008  17127.004  5361.342  1.002
1|id[2, 507]             -0.538  0.688  -1.823    0.747      0.005    0.009  17964.573  5931.582  1.002
1|id[2, 508]              0.643  0.620  -0.509    1.790      0.005    0.008  16286.481  6229.935  1.000
1|id[2, 510]              0.427  0.756  -1.002    1.884      0.006    0.011  17065.375  5377.433  1.001
1|id[2, 511]              0.180  0.628  -0.949    1.387      0.005    0.008  18022.208  5789.692  1.000
1|id[2, 512]             -0.384  0.708  -1.722    0.929      0.005    0.009  17392.563  5709.436  1.001
1|id[2, 513]             -0.676  0.648  -1.913    0.503      0.005    0.009  17697.735  4866.353  1.000
1|id[2, 514]              0.138  0.624  -0.998    1.340      0.005    0.008  15347.421  5542.016  1.000
1|id[2, 519]             -0.751  0.652  -1.973    0.458      0.005    0.008  14805.198  5307.097  1.000
1|id[2, 520]              0.796  0.579  -0.243    1.919      0.005    0.008  16312.643  5801.637  1.002
1|id[2, 521]             -0.300  0.626  -1.490    0.857      0.005    0.008  18646.357  5618.618  1.000
1|id[2, 524]             -0.049  0.652  -1.203    1.221      0.005    0.008  20569.478  6072.568  1.001
1|id[2, 583]              0.589  0.562  -0.480    1.639      0.004    0.007  17935.165  6403.038  1.000
1|id[2, 585]             -0.620  0.674  -1.888    0.649      0.005    0.009  18439.430  5804.196  1.001
1|id[2, 588]              0.228  0.630  -0.958    1.416      0.005    0.007  15638.677  6239.646  1.001
1|id[2, 601]              0.183  0.581  -0.911    1.282      0.005    0.008  16561.139  5557.725  1.000
1|id[2, 602]              0.532  0.592  -0.556    1.643      0.005    0.007  14057.732  5917.019  1.001
1|id[2, 610]             -0.391  0.623  -1.581    0.731      0.005    0.008  13629.601  5257.116  1.000
1|id[2, 611]              0.520  0.595  -0.601    1.617      0.005    0.007  17286.777  6217.034  1.000
1|id[2, 612]             -0.777  0.655  -1.986    0.455      0.005    0.008  18454.877  5789.786  1.000
1|id[2, 615]              0.287  0.730  -1.039    1.691      0.006    0.011  16790.144  5465.710  1.001
1|id[2, 619]              0.350  0.608  -0.846    1.442      0.004    0.008  18371.665  5869.732  1.001
1|id[2, 623]             -0.656  0.678  -1.893    0.658      0.005    0.009  16586.158  5306.885  1.000
1|id[2, 626]             -0.549  0.690  -1.827    0.753      0.005    0.008  15709.082  5797.936  1.000
1|id[2, 628]              0.280  0.717  -1.091    1.581      0.005    0.011  17986.615  4900.206  1.001
1|id[2, 629]             -0.511  0.681  -1.764    0.771      0.005    0.009  16732.688  5835.773  1.003
1|id[2, 630]             -0.513  0.684  -1.782    0.772      0.005    0.009  19013.538  5173.940  1.001
1|id[2, 631]             -0.155  0.648  -1.338    1.072      0.005    0.008  18671.861  6078.630  1.001
1|id[2, 632]              0.275  0.714  -1.073    1.623      0.005    0.009  19425.175  5998.502  1.001
1|id[2, 636]             -0.245  0.650  -1.489    0.936      0.005    0.008  17208.473  5493.935  1.001
1|id[2, 637]              0.680  0.573  -0.417    1.734      0.004    0.007  16743.093  6634.069  1.001
1|id[2, 640]             -0.173  0.634  -1.434    0.942      0.005    0.008  16931.575  5690.920  1.001
1|id[2, 649]              0.524  0.622  -0.667    1.672      0.005    0.009  18555.615  5638.011  1.000
1|id[2, 650]             -0.663  0.655  -1.901    0.571      0.005    0.008  16369.873  5486.864  1.000
1|id[2, 651]              0.712  0.627  -0.410    1.940      0.005    0.008  15405.459  5955.473  1.000
1|id[2, 652]             -0.694  0.658  -1.987    0.468      0.005    0.008  16071.016  5797.881  1.000
1|id[2, 654]              0.426  0.600  -0.696    1.543      0.005    0.008  17320.537  5358.660  1.000
1|id[2, 660]             -0.347  0.633  -1.572    0.800      0.005    0.009  18565.519  5365.623  1.000
1|id[2, 661]             -0.121  0.657  -1.415    1.061      0.005    0.009  20304.762  5582.960  1.001
1|id[2, 663]             -0.571  0.678  -1.825    0.680      0.005    0.009  17445.435  5214.583  1.000
1|id[2, 666]              0.064  0.697  -1.227    1.404      0.005    0.010  19028.789  5144.848  1.001
1|id[2, 671]             -0.619  0.602  -1.782    0.486      0.005    0.009  16743.458  5841.519  1.000
1|id[2, 672]             -0.138  0.591  -1.232    0.989      0.005    0.007  16875.173  6162.141  1.001
1|id[2, 673]             -0.330  0.647  -1.560    0.884      0.005    0.009  16862.939  5989.889  1.000
1|id[2, 674]              0.207  0.528  -0.784    1.203      0.004    0.007  17444.403  6139.310  1.001
1|id[2, 675]             -0.077  0.604  -1.252    1.031      0.005    0.008  17070.227  6047.452  1.001
1|id[2, 676]             -0.610  0.670  -1.887    0.628      0.005    0.009  17329.470  5621.113  1.000
1|id[2, 677]             -0.615  0.658  -1.869    0.586      0.005    0.009  18479.949  5716.018  1.001
1|id[2, 683]              0.461  0.615  -0.659    1.642      0.005    0.008  17242.051  5772.692  1.000
1|id[2, 684]              0.083  0.617  -1.111    1.194      0.005    0.008  16437.137  5659.195  1.000
1|id[2, 686]              0.638  0.567  -0.363    1.767      0.004    0.008  16862.224  5853.883  1.000
1|id[2, 687]              0.961  0.571  -0.080    2.067      0.004    0.008  16925.562  5850.795  1.001
1|id[2, 690]              0.710  0.601  -0.458    1.787      0.005    0.008  14745.278  6010.356  1.002
1|id[2, 695]             -0.599  0.668  -1.846    0.663      0.005    0.009  16858.070  5965.428  1.001
1|id[2, 696]             -0.393  0.704  -1.753    0.888      0.005    0.010  17146.431  5388.620  1.001
1|id[2, 697]             -0.005  0.668  -1.261    1.212      0.005    0.009  18644.148  5196.903  1.002
1|id[2, 704]             -0.609  0.660  -1.856    0.603      0.005    0.009  19280.923  5606.571  1.001
1|id[2, 705]             -0.511  0.705  -1.897    0.758      0.005    0.009  16755.770  6076.850  1.000
1|id[2, 706]              0.001  0.615  -1.151    1.145      0.005    0.008  15605.304  5545.403  1.001
1|id[2, 707]              0.559  0.581  -0.539    1.645      0.005    0.007  16314.639  5698.072  1.001
1|id[2, 708]             -0.286  0.632  -1.436    0.935      0.005    0.008  16459.761  5801.989  1.001
1|id[2, 709]             -0.148  0.745  -1.501    1.261      0.006    0.010  18055.153  5494.747  1.001
1|id[2, 710]             -0.709  0.646  -1.877    0.553      0.005    0.009  15737.483  5452.651  1.000
1|id[2, 713]              0.414  0.503  -0.546    1.350      0.004    0.006  16536.199  6101.296  1.002
1|id[2, 715]              0.542  0.619  -0.649    1.647      0.005    0.008  16548.880  6108.548  1.000
1|id[2, 716]              0.483  0.565  -0.574    1.554      0.005    0.007  15719.631  5800.859  1.001
1|id[2, 717]              0.521  0.561  -0.585    1.529      0.004    0.007  17044.668  6466.762  1.000
1|id[2, 718]             -0.086  0.660  -1.360    1.113      0.005    0.008  16114.400  5716.391  1.001
1|id[2, 719]             -0.063  0.642  -1.314    1.135      0.005    0.008  18601.511  5708.578  1.001
1|id[2, 722]             -0.442  0.689  -1.774    0.789      0.005    0.009  15977.631  5998.258  1.000
1|id[2, 723]              0.316  0.643  -0.945    1.488      0.005    0.008  16816.862  6017.733  1.000
1|id[2, 725]             -0.300  0.739  -1.665    1.092      0.006    0.010  16541.767  5554.253  1.001
1|id[2, 727]             -0.046  0.655  -1.252    1.189      0.005    0.009  19316.891  5494.744  1.001
1|id[2, 730]             -0.254  0.642  -1.545    0.881      0.005    0.008  17008.254  6153.242  1.001
1|id[2, 732]              0.544  0.605  -0.579    1.677      0.005    0.008  16698.106  5793.051  1.000
1|id[2, 733]             -0.518  0.675  -1.792    0.725      0.005    0.009  19133.783  5947.924  1.000
1|id[2, 741]             -0.417  0.618  -1.579    0.772      0.005    0.008  18217.891  5736.885  1.000
1|id[2, 743]             -0.466  0.544  -1.471    0.554      0.004    0.007  17323.825  5367.932  1.001
1|id[2, 744]              0.000  0.674  -1.259    1.245      0.005    0.009  17747.733  6177.617  1.001
1|id[2, 745]             -0.198  0.649  -1.410    1.060      0.005    0.010  18046.688  4936.384  1.001
1|id[2, 756]             -0.179  0.646  -1.372    1.065      0.005    0.008  17350.369  5948.374  1.000
1|id[2, 757]             -0.025  0.595  -1.137    1.090      0.005    0.008  14941.114  5126.305  1.000
1|id[2, 783]             -0.665  0.640  -1.874    0.526      0.005    0.008  15426.827  5914.392  1.000
1|id[2, 797]              0.176  0.628  -1.037    1.313      0.005    0.008  14167.602  5892.483  1.000
1|id[2, 803]             -0.741  0.646  -1.924    0.488      0.005    0.008  16101.713  5592.492  1.000
1|id[2, 806]             -0.816  0.632  -2.029    0.349      0.005    0.009  17531.375  5795.228  1.000
1|id[2, 807]              0.266  0.644  -0.937    1.464      0.005    0.008  15708.524  6509.407  1.001
1|id[2, 808]              0.252  0.631  -1.021    1.373      0.005    0.008  15980.291  6365.045  1.001
1|id[2, 810]              0.417  0.593  -0.720    1.517      0.004    0.007  17750.941  6281.707  1.001
1|id[2, 815]             -0.665  0.668  -1.903    0.611      0.005    0.009  17631.988  5808.443  1.001
1|id[2, 842]             -0.323  0.625  -1.495    0.865      0.005    0.008  17920.052  5815.236  1.001
1|id[2, 843]              0.213  0.621  -0.974    1.362      0.005    0.008  17912.757  5998.125  1.000
1|id[2, 845]              1.176  0.608   0.052    2.327      0.005    0.007  16989.611  5979.621  1.000
1|id[2, 858]              1.015  0.588  -0.104    2.098      0.005    0.007  15220.292  6283.365  1.000
1|id[2, 859]             -0.052  0.649  -1.210    1.212      0.005    0.008  17892.316  5226.829  1.000
1|id[2, 860]              0.275  0.633  -0.903    1.487      0.005    0.008  18909.768  5731.873  1.001
1|id[2, 861]              0.286  0.740  -1.074    1.719      0.005    0.011  18249.831  5240.528  1.000
1|id[2, 862]             -0.552  0.690  -1.843    0.729      0.006    0.009  15512.687  5918.580  1.001
1|id[2, 863]              0.731  0.593  -0.348    1.858      0.004    0.008  18705.954  5105.031  1.001
1|id[2, 864]              0.103  0.602  -1.017    1.234      0.004    0.007  19122.635  6113.169  1.000
1|id[2, 865]             -0.324  0.628  -1.474    0.869      0.005    0.008  15727.062  5688.158  1.001
1|id[2, 866]             -0.252  0.639  -1.438    0.964      0.005    0.008  18480.837  5315.749  1.002
1|id[2, 867]             -0.234  0.635  -1.421    0.939      0.005    0.008  15852.458  5227.540  1.001
