Target relationship: abs_chronotype_desync -> cluster
Model Formula: Formula(cluster ~ abs_chronotype_desync + age + patient_chronotype + sex + sri + (1|id))

                           mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
abs_chronotype_desync[1] -0.134  0.042  -0.216   -0.056      0.000    0.000  15248.143  6242.181  1.000
abs_chronotype_desync[2] -0.050  0.041  -0.124    0.030      0.000    0.000  14856.925  6708.018  1.001
1|id[1, 1788]             0.214  0.634  -0.985    1.392      0.005    0.008  15789.024  5608.643  1.000
1|id[1, 1791]            -0.494  0.610  -1.677    0.628      0.005    0.008  17213.447  5766.611  1.001
1|id[1, 1800]            -0.870  0.632  -2.030    0.332      0.005    0.008  15669.270  5401.114  1.001
1|id[1, 1801]             0.195  0.583  -0.870    1.285      0.005    0.007  16185.401  5905.901  1.001
1|id[1, 1802]            -0.369  0.629  -1.496    0.844      0.005    0.009  16388.524  6066.572  1.001
1|id[1, 1803]            -0.432  0.636  -1.587    0.785      0.005    0.008  15511.123  5935.479  1.000
1|id[1, 1804]             0.261  0.653  -0.941    1.513      0.005    0.008  18713.093  5772.363  1.001
1|id[1, 1805]            -1.146  0.610  -2.360   -0.049      0.005    0.008  14711.370  5484.412  1.000
1|id[1, 1806]            -0.378  0.609  -1.563    0.721      0.005    0.008  17406.387  5273.089  1.001
1|id[1, 1808]             0.463  0.591  -0.650    1.543      0.005    0.007  15284.705  5879.783  1.000
1|id[1, 1809]             0.124  0.579  -0.970    1.180      0.004    0.008  17283.298  5443.584  1.000
1|id[1, 1810]             0.348  0.582  -0.773    1.397      0.005    0.007  14190.451  6104.663  1.000
1|id[1, 1811]             0.137  0.576  -0.985    1.168      0.004    0.007  16945.102  6460.218  1.000
1|id[1, 1812]            -0.597  0.589  -1.673    0.537      0.005    0.008  15847.360  5455.874  1.000
1|id[1, 1813]            -0.139  0.610  -1.273    0.994      0.005    0.007  15970.643  6275.792  1.001
1|id[1, 1814]            -0.061  0.602  -1.212    1.034      0.005    0.007  14850.766  6219.894  1.000
1|id[1, 1815]            -0.379  0.641  -1.523    0.846      0.005    0.008  14824.693  5665.606  1.001
1|id[1, 1816]            -0.966  0.622  -2.133    0.202      0.005    0.008  18154.163  6070.096  1.000
1|id[1, 1817]             0.517  0.568  -0.571    1.560      0.004    0.007  16923.906  5517.457  1.000
1|id[1, 1818]            -0.139  0.683  -1.408    1.154      0.005    0.009  17188.319  5474.752  1.000
1|id[1, 1820]             0.356  0.612  -0.774    1.530      0.005    0.008  18238.976  6144.042  1.002
1|id[1, 1821]             0.293  0.674  -1.004    1.547      0.005    0.009  19371.378  5510.661  1.002
1|id[1, 1822]            -0.571  0.600  -1.688    0.568      0.004    0.009  18171.046  5313.729  1.001
1|id[1, 1823]             0.207  0.607  -0.936    1.360      0.005    0.007  15750.763  5991.772  1.000
1|id[1, 1824]            -0.437  0.629  -1.582    0.808      0.005    0.008  16963.362  5681.507  1.001
1|id[1, 1825]             0.133  0.599  -0.967    1.286      0.004    0.008  17879.366  5711.316  1.002
1|id[1, 1826]            -0.531  0.699  -1.804    0.816      0.005    0.010  17554.127  5047.092  1.000
1|id[1, 1827]            -0.019  0.604  -1.118    1.108      0.005    0.008  17929.479  5516.247  1.000
1|id[1, 1828]             0.142  0.572  -0.880    1.236      0.004    0.008  16274.373  6092.226  1.001
1|id[1, 1829]             0.249  0.598  -0.900    1.359      0.005    0.008  14853.803  6025.645  1.003
1|id[1, 1830]             0.387  0.592  -0.727    1.458      0.005    0.007  14584.199  6386.931  1.000
1|id[1, 1832]             0.644  0.622  -0.606    1.762      0.005    0.008  17441.973  5836.739  1.001
1|id[1, 1833]            -0.179  0.683  -1.467    1.108      0.005    0.010  19089.794  4827.471  1.002
1|id[1, 1834]            -0.451  0.633  -1.594    0.741      0.005    0.008  16689.030  5923.460  1.001
1|id[1, 1835]             0.385  0.672  -0.893    1.641      0.005    0.009  17843.054  5883.554  1.000
1|id[1, 1836]             0.999  0.579  -0.119    2.084      0.004    0.007  17098.032  5374.363  1.000
1|id[1, 1837]            -0.583  0.590  -1.732    0.481      0.005    0.008  15310.131  5523.080  1.000
1|id[1, 1838]             0.218  0.617  -0.884    1.428      0.005    0.008  14775.297  6363.311  1.000
1|id[1, 1840]            -0.493  0.612  -1.638    0.664      0.005    0.008  16254.340  5553.742  1.001
1|id[1, 1844]             0.170  0.616  -0.960    1.323      0.005    0.007  16487.789  6194.186  1.000
1|id[1, 1847]             0.507  0.577  -0.555    1.596      0.004    0.007  18066.549  5941.575  1.000
1|id[1, 1848]            -0.340  0.631  -1.552    0.802      0.005    0.008  16924.502  5404.801  1.001
1|id[1, 1850]             0.349  0.662  -0.889    1.568      0.005    0.009  19854.669  5971.874  1.000
1|id[1, 1852]            -0.474  0.694  -1.826    0.758      0.006    0.009  15265.255  5889.062  1.001
1|id[1, 1878]            -0.598  0.663  -1.815    0.646      0.005    0.009  15421.663  5759.426  1.001
1|id[1, 1879]            -0.069  0.614  -1.201    1.116      0.005    0.009  17969.564  5447.866  1.000
1|id[1, 1880]             0.703  0.572  -0.336    1.790      0.005    0.007  16177.864  5670.177  1.000
1|id[1, 1886]             1.106  0.626  -0.013    2.335      0.005    0.008  15403.972  5151.629  1.002
1|id[1, 1887]            -0.063  0.626  -1.211    1.122      0.005    0.007  15679.387  6602.949  1.000
1|id[1, 1890]             0.374  0.611  -0.752    1.536      0.005    0.008  15913.801  6183.799  1.000
1|id[1, 1891]             0.483  0.583  -0.610    1.588      0.005    0.007  16501.745  5959.655  1.000
1|id[1, 1903]             0.285  0.584  -0.828    1.358      0.004    0.008  19026.239  5339.892  1.000
1|id[1, 1906]            -0.225  0.576  -1.275    0.852      0.005    0.007  16102.997  6079.364  1.000
1|id[1, 1909]            -0.646  0.617  -1.841    0.482      0.005    0.008  16617.154  5560.986  1.003
1|id[1, 1911]             0.616  0.597  -0.457    1.774      0.005    0.008  15148.922  5095.103  1.001
1|id[1, 1914]            -0.229  0.764  -1.667    1.195      0.006    0.010  15084.851  5542.288  1.003
1|id[1, 1915]             0.202  0.587  -0.862    1.323      0.004    0.007  17077.853  5961.899  1.000
1|id[1, 1916]            -0.451  0.608  -1.586    0.726      0.005    0.009  16432.898  4802.044  1.002
1|id[1, 1940]             1.113  0.637  -0.127    2.269      0.005    0.008  15152.598  5685.328  1.000
1|id[1, 1942]             0.003  0.606  -1.083    1.154      0.005    0.007  17767.144  6458.882  1.000
1|id[1, 1947]            -0.313  0.670  -1.564    0.959      0.005    0.009  16466.309  5833.225  1.000
1|id[1, 1948]             0.007  0.618  -1.150    1.211      0.005    0.009  18180.143  5471.780  1.001
1|id[1, 1950]            -0.036  0.615  -1.150    1.139      0.005    0.007  14712.316  6090.573  1.000
1|id[1, 1955]            -0.752  0.647  -1.944    0.466      0.005    0.009  16171.805  5887.966  1.003
1|id[1, 1956]            -0.572  0.593  -1.641    0.628      0.005    0.008  15352.763  5559.314  1.000
1|id[1, 1962]             0.446  0.629  -0.812    1.589      0.005    0.008  16988.366  5969.005  1.001
1|id[1, 1963]            -0.465  0.603  -1.612    0.659      0.005    0.008  17819.178  5752.201  1.000
1|id[1, 1975]             0.227  0.606  -0.854    1.420      0.005    0.008  16184.599  6097.004  1.000
1|id[1, 1976]            -0.127  0.682  -1.459    1.139      0.005    0.009  16154.870  5290.200  1.001
1|id[1, 1977]            -0.405  0.592  -1.549    0.685      0.005    0.008  15211.844  6100.485  1.000
1|id[1, 1978]            -0.138  0.591  -1.233    1.000      0.005    0.007  16328.831  6088.321  1.001
1|id[1, 1980]            -0.342  0.743  -1.789    1.009      0.006    0.010  13956.223  4816.651  1.001
1|id[1, 1983]            -0.358  0.621  -1.497    0.838      0.005    0.008  17496.393  6090.947  1.001
1|id[1, 1984]             0.453  0.616  -0.657    1.647      0.005    0.008  16367.209  5642.995  1.000
1|id[1, 1986]            -0.218  0.738  -1.607    1.183      0.006    0.010  15724.850  5982.423  1.000
1|id[1, 1999]             0.128  0.605  -0.971    1.301      0.005    0.008  17108.755  5495.845  1.001
1|id[1, 2002]            -0.227  0.647  -1.403    1.000      0.005    0.008  17149.726  5377.797  1.000
1|id[1, 2003]            -0.356  0.584  -1.520    0.680      0.004    0.007  17339.818  5425.704  1.000
1|id[1, 2009]            -0.065  0.595  -1.161    1.077      0.005    0.007  17340.125  5847.882  1.000
1|id[1, 2010]             0.006  0.586  -1.112    1.104      0.004    0.009  17799.183  5330.488  1.001
1|id[1, 2011]            -0.108  0.590  -1.173    1.025      0.005    0.007  15573.708  6225.479  1.001
1|id[1, 2012]             0.177  0.628  -1.031    1.323      0.005    0.008  16612.184  6221.062  1.000
1|id[1, 2015]             0.280  0.565  -0.787    1.324      0.004    0.007  17400.365  5994.482  1.001
1|id[1, 2020]             0.201  0.724  -1.165    1.561      0.006    0.010  14557.345  5099.420  1.001
1|id[1, 2023]            -0.367  0.731  -1.741    0.979      0.005    0.010  19600.589  5550.843  1.000
1|id[1, 2026]             0.798  0.597  -0.350    1.894      0.005    0.008  15728.293  5814.839  1.000
1|id[1, 2028]             0.226  0.570  -0.852    1.293      0.005    0.007  14561.272  6061.107  1.001
1|id[1, 2029]            -0.663  0.671  -1.981    0.502      0.005    0.009  17095.246  5372.040  1.001
1|id[1, 2042]            -0.616  0.649  -1.833    0.579      0.005    0.008  16806.752  6250.118  1.000
1|id[1, 2043]             0.497  0.589  -0.596    1.628      0.005    0.008  14401.356  5398.712  1.002
1|id[1, 2044]             0.495  0.593  -0.633    1.578      0.005    0.007  16194.930  5776.518  1.000
1|id[1, 2046]            -0.185  0.624  -1.360    1.007      0.005    0.008  14654.447  5834.154  1.001
1|id[1, 2049]             0.957  0.591  -0.109    2.114      0.005    0.008  14219.941  5997.904  1.001
1|id[1, 2054]             0.380  0.580  -0.683    1.474      0.004    0.007  17875.812  5858.308  1.001
1|id[1, 2056]             0.695  0.604  -0.447    1.830      0.005    0.007  15863.311  6250.864  1.000
1|id[1, 2057]             0.449  0.517  -0.594    1.348      0.004    0.006  14514.634  6308.542  1.001
1|id[1, 2060]            -0.747  0.650  -1.990    0.477      0.005    0.008  15643.873  5668.460  1.000
1|id[1, 2063]            -0.308  0.638  -1.509    0.881      0.005    0.008  15768.416  5638.564  1.000
1|id[1, 2064]             0.047  0.582  -1.119    1.079      0.004    0.008  18075.126  5361.183  1.000
1|id[1, 2065]            -0.131  0.539  -1.179    0.832      0.004    0.007  15555.279  6307.108  1.001
1|id[1, 2066]             1.257  0.615   0.070    2.351      0.005    0.008  16484.554  5242.719  1.002
1|id[1, 2067]             0.651  0.622  -0.478    1.879      0.005    0.008  15957.336  5342.464  1.001
1|id[1, 2070]            -0.550  0.684  -1.857    0.763      0.005    0.009  17773.298  5342.465  1.001
1|id[1, 2079]            -0.755  0.658  -1.970    0.492      0.005    0.008  16748.492  5680.272  1.000
1|id[1, 2080]             0.796  0.678  -0.451    2.075      0.006    0.009  14847.701  5248.704  1.001
1|id[1, 2097]             0.877  0.623  -0.333    2.022      0.005    0.008  14953.974  5791.316  1.001
1|id[1, 2102]            -0.612  0.586  -1.712    0.453      0.005    0.008  14668.220  5713.743  1.001
1|id[1, 2103]             0.182  0.593  -0.978    1.253      0.005    0.008  16931.378  6165.811  1.001
1|id[1, 2105]            -0.229  0.591  -1.325    0.889      0.005    0.008  15727.810  5425.022  1.001
1|id[1, 2117]             0.244  0.649  -0.988    1.457      0.005    0.008  19430.833  6094.870  1.000
1|id[1, 2124]             0.070  0.604  -1.082    1.191      0.005    0.008  14766.979  5927.403  1.002
1|id[1, 2125]             0.070  0.600  -1.050    1.187      0.005    0.008  15231.694  4724.908  1.001
1|id[1, 2126]            -0.151  0.633  -1.303    1.043      0.005    0.009  15374.281  5522.480  1.000
1|id[1, 2129]             0.270  0.587  -0.823    1.392      0.004    0.008  19354.117  5763.476  1.001
1|id[1, 2131]             0.236  0.633  -0.956    1.418      0.005    0.008  16969.515  5347.996  1.002
1|id[1, 2137]             0.287  0.622  -0.845    1.512      0.005    0.008  15540.392  5627.224  1.003
1|id[1, 2138]            -0.688  0.668  -1.981    0.532      0.005    0.009  15964.516  5519.153  1.000
1|id[1, 2139]            -0.797  0.643  -2.137    0.297      0.005    0.009  16852.796  5741.446  1.000
1|id[1, 2144]            -0.433  0.689  -1.735    0.818      0.005    0.010  18846.827  5768.399  1.000
1|id[1, 2146]             0.728  0.555  -0.323    1.750      0.004    0.007  15508.030  5667.647  1.001
1|id[1, 2148]            -0.903  0.647  -2.129    0.286      0.005    0.008  17080.833  5603.304  1.001
1|id[1, 2149]             1.040  0.589  -0.036    2.154      0.005    0.008  17138.371  6164.171  1.001
1|id[1, 2151]            -0.491  0.618  -1.667    0.653      0.005    0.008  14086.767  6011.237  1.001
1|id[1, 2152]             0.306  0.592  -0.766    1.454      0.004    0.008  18273.479  5926.662  1.001
1|id[1, 2153]            -0.005  0.598  -1.136    1.092      0.005    0.007  16457.971  5999.130  1.000
1|id[1, 2154]             0.307  0.639  -0.902    1.513      0.005    0.008  17337.619  6263.911  1.000
1|id[1, 2155]             0.153  0.626  -1.019    1.335      0.005    0.009  17559.231  5640.932  1.001
1|id[1, 2157]            -0.192  0.763  -1.644    1.219      0.006    0.011  18010.648  5376.504  1.001
1|id[1, 2158]             1.054  0.635  -0.127    2.221      0.005    0.008  16852.523  6092.960  1.000
1|id[1, 2159]             0.231  0.611  -0.937    1.345      0.005    0.008  17116.477  5945.225  1.000
1|id[1, 2160]            -0.385  0.621  -1.576    0.743      0.005    0.008  16065.420  5456.460  1.002
1|id[1, 2162]             0.151  0.685  -1.137    1.424      0.006    0.009  13343.189  5433.162  1.001
1|id[1, 2167]            -0.887  0.640  -2.122    0.315      0.005    0.010  16534.161  5175.435  1.001
1|id[1, 2168]            -0.136  0.602  -1.309    0.987      0.005    0.009  17576.555  4860.481  1.002
1|id[1, 2171]             0.919  0.599  -0.285    1.969      0.005    0.008  16098.702  5235.126  1.000
1|id[1, 2176]             0.212  0.578  -0.879    1.291      0.005    0.008  14989.483  5226.655  1.000
1|id[1, 2178]             0.316  0.583  -0.828    1.371      0.004    0.007  17052.649  6380.342  1.000
1|id[1, 2179]             0.211  0.599  -0.898    1.347      0.005    0.008  14621.075  5747.201  1.000
1|id[1, 2181]             0.140  0.580  -0.856    1.316      0.005    0.008  14400.956  5861.276  1.000
1|id[1, 2183]            -0.228  0.650  -1.409    1.029      0.005    0.009  16227.334  5839.254  1.001
1|id[1, 2188]            -0.029  0.619  -1.212    1.135      0.005    0.008  16642.626  5843.831  1.000
1|id[1, 2189]             0.604  0.559  -0.394    1.702      0.004    0.007  17297.507  5277.089  1.000
1|id[1, 2191]             0.078  0.583  -1.028    1.154      0.004    0.008  19144.234  5583.537  1.002
1|id[1, 2193]            -0.155  0.608  -1.273    0.991      0.004    0.008  20186.917  5870.083  1.000
1|id[1, 2197]             0.172  0.581  -0.865    1.315      0.004    0.008  16868.676  5458.501  1.000
1|id[1, 2201]            -0.255  0.586  -1.391    0.810      0.005    0.008  15499.052  5520.370  1.001
1|id[1, 2202]            -0.088  0.612  -1.245    1.062      0.005    0.008  15016.814  6042.067  1.001
1|id[1, 2203]             0.030  0.693  -1.243    1.335      0.006    0.009  15805.084  4966.850  1.000
1|id[1, 2204]            -0.839  0.642  -2.053    0.380      0.005    0.008  17605.788  5866.720  1.000
1|id[1, 2205]            -0.360  0.640  -1.598    0.819      0.005    0.009  17173.180  5354.956  1.001
1|id[1, 2216]            -0.723  0.651  -1.944    0.477      0.005    0.008  17003.910  5679.821  1.001
1|id[1, 2217]            -0.380  0.574  -1.490    0.680      0.004    0.008  18337.103  5898.594  1.000
1|id[1, 2218]             1.153  0.584   0.024    2.199      0.005    0.008  15405.844  5505.352  1.001
1|id[1, 2220]             0.040  0.591  -1.058    1.162      0.004    0.007  18468.783  5999.052  1.000
1|id[1, 2222]             0.768  0.609  -0.369    1.889      0.005    0.008  18314.402  5609.667  1.000
1|id[1, 2225]            -0.568  0.619  -1.718    0.595      0.005    0.008  15797.980  5274.308  1.000
1|id[1, 2226]             0.092  0.725  -1.268    1.451      0.005    0.010  18315.824  5524.553  1.001
1|id[1, 2228]             1.257  0.606   0.139    2.395      0.005    0.008  16569.585  5999.970  1.001
1|id[1, 2231]            -0.113  0.599  -1.274    0.972      0.005    0.007  14982.073  6127.262  1.000
1|id[1, 2232]            -0.006  0.594  -1.108    1.088      0.005    0.007  16582.383  5952.257  1.001
1|id[1, 2233]            -0.336  0.576  -1.381    0.757      0.005    0.008  16196.927  5729.861  1.001
1|id[1, 2234]             0.354  0.674  -0.929    1.595      0.005    0.008  19483.685  5113.839  1.000
1|id[1, 2236]            -0.240  0.587  -1.298    0.927      0.005    0.008  16433.714  5674.398  1.001
1|id[1, 2237]            -0.422  0.611  -1.550    0.746      0.005    0.008  15359.019  5872.067  1.000
1|id[1, 2238]             0.339  0.559  -0.719    1.388      0.004    0.007  17125.891  5782.739  1.001
1|id[1, 2239]            -0.725  0.665  -1.980    0.543      0.006    0.010  14576.963  5323.098  1.001
1|id[1, 2243]             0.226  0.592  -0.857    1.376      0.004    0.008  17747.547  6279.159  1.000
1|id[1, 2244]            -0.130  0.600  -1.284    0.994      0.005    0.008  15660.175  5570.881  1.001
1|id[1, 2253]            -0.316  0.634  -1.500    0.889      0.005    0.009  16855.424  5351.586  1.001
1|id[1, 2254]             0.568  0.674  -0.666    1.847      0.005    0.008  18269.404  5867.332  1.000
1|id[1, 2263]             0.829  0.720  -0.545    2.184      0.006    0.009  14897.602  5096.123  1.000
1|id[1, 2266]             0.084  0.626  -1.135    1.216      0.005    0.008  17639.193  6144.539  1.000
1|id[1, 2268]             0.212  0.622  -1.015    1.335      0.005    0.008  14770.535  5610.895  1.000
1|id[1, 2270]            -0.072  0.592  -1.225    1.005      0.004    0.008  19121.972  5273.778  1.000
1|id[1, 2271]            -0.101  0.583  -1.217    0.987      0.004    0.007  16978.776  6428.891  1.000
1|id[1, 2273]             0.002  0.615  -1.155    1.146      0.005    0.008  16037.168  5974.107  1.001
1|id[1, 2295]             0.025  0.555  -0.989    1.064      0.004    0.008  16823.775  5516.519  1.000
1|id[1, 2296]            -0.886  0.628  -2.085    0.263      0.005    0.008  15964.194  6072.377  1.000
1|id[1, 2297]            -0.787  0.657  -2.055    0.400      0.005    0.009  17613.271  5405.188  1.001
1|id[1, 2298]             0.124  0.724  -1.177    1.512      0.006    0.010  16896.219  6126.866  1.000
1|id[1, 2304]            -0.158  0.600  -1.317    0.928      0.004    0.008  17750.716  5582.125  1.001
1|id[1, 2305]            -0.416  0.617  -1.537    0.751      0.005    0.008  16727.002  5949.214  1.001
1|id[1, 2306]             0.166  0.607  -0.958    1.349      0.005    0.008  15626.049  6249.987  1.000
1|id[1, 2307]             1.200  0.604   0.102    2.365      0.005    0.008  17902.849  5738.871  1.000
1|id[1, 2310]             1.097  0.573   0.092    2.222      0.004    0.008  17838.206  6028.341  1.002
1|id[1, 2311]             0.155  0.597  -0.935    1.313      0.005    0.007  16435.266  6357.335  1.002
1|id[1, 2312]             0.525  0.627  -0.666    1.669      0.005    0.009  16778.130  5196.749  1.000
1|id[1, 2314]            -0.429  0.711  -1.717    0.936      0.005    0.010  16925.878  5518.522  1.000
1|id[1, 2315]             0.131  0.717  -1.196    1.496      0.005    0.010  17300.045  5152.315  1.002
1|id[1, 2324]             0.378  0.593  -0.763    1.475      0.005    0.007  17133.904  6055.429  1.001
1|id[1, 2327]            -0.644  0.606  -1.791    0.483      0.005    0.008  16710.608  5612.552  1.001
1|id[1, 2329]            -0.176  0.663  -1.443    1.041      0.005    0.008  17105.904  6085.944  1.003
1|id[1, 2331]            -0.349  0.647  -1.615    0.850      0.005    0.009  16438.763  5069.411  1.000
1|id[1, 2333]            -0.001  0.577  -1.014    1.159      0.004    0.007  16475.433  5372.164  1.000
1|id[1, 2335]             0.634  0.601  -0.505    1.758      0.005    0.009  14796.291  4874.620  1.002
1|id[1, 2338]             0.247  0.575  -0.793    1.335      0.005    0.007  16104.445  5849.184  1.001
1|id[1, 2343]            -0.274  0.645  -1.502    0.924      0.005    0.008  13957.707  5525.053  1.001
1|id[1, 2344]             0.550  0.600  -0.607    1.631      0.005    0.007  16799.209  5945.423  1.000
1|id[1, 2351]             0.091  0.598  -1.090    1.149      0.004    0.009  18876.559  5532.536  1.001
1|id[1, 2361]             0.247  0.574  -0.811    1.325      0.005    0.008  15041.285  4619.663  1.001
1|id[1, 2363]             0.269  0.616  -0.827    1.467      0.005    0.008  15931.692  5485.269  1.000
1|id[1, 2365]             0.253  0.597  -0.924    1.335      0.005    0.008  16503.817  5400.643  1.001
1|id[1, 2370]             0.550  0.592  -0.613    1.625      0.005    0.007  15593.817  5890.538  1.001
1|id[1, 2374]             0.492  0.606  -0.634    1.635      0.005    0.008  15381.325  5429.181  1.000
1|id[1, 2376]            -0.980  0.618  -2.179    0.164      0.005    0.009  16773.815  5238.692  1.000
1|id[1, 2385]             0.304  0.605  -0.866    1.402      0.005    0.008  17079.487  6108.063  1.001
1|id[1, 2389]            -0.093  0.568  -1.162    0.967      0.004    0.007  17726.145  5736.314  1.000
1|id[1, 2390]             0.252  0.654  -0.920    1.526      0.005    0.009  15036.108  5649.436  1.002
1|id[1, 2397]             0.247  0.572  -0.833    1.299      0.005    0.008  14538.650  5805.849  1.000
1|id[1, 2399]             0.549  0.614  -0.606    1.713      0.005    0.009  16163.073  5019.204  1.000
1|id[1, 2400]            -0.084  0.611  -1.189    1.109      0.005    0.008  16523.904  5829.355  1.000
1|id[1, 2401]            -0.086  0.616  -1.235    1.098      0.005    0.008  18789.688  5668.819  1.001
1|id[1, 2405]            -0.035  0.611  -1.166    1.108      0.005    0.007  15707.320  6437.311  1.000
1|id[1, 2406]            -0.210  0.751  -1.573    1.245      0.006    0.010  16862.894  5382.998  1.001
1|id[1, 2407]            -0.505  0.692  -1.857    0.752      0.005    0.010  17589.562  5383.136  1.001
1|id[1, 2408]             0.215  0.722  -1.161    1.567      0.005    0.010  17626.300  5639.616  1.000
1|id[1, 2410]             0.040  0.574  -1.038    1.116      0.004    0.007  17782.293  6061.736  1.002
1|id[1, 2419]            -0.603  0.656  -1.839    0.619      0.005    0.008  17291.158  5878.576  1.001
1|id[1, 2420]             0.357  0.601  -0.798    1.449      0.005    0.007  15536.840  5867.833  1.000
1|id[1, 2421]            -0.866  0.634  -2.065    0.325      0.005    0.008  17294.047  5709.006  1.000
1|id[1, 2423]            -0.210  0.656  -1.455    0.984      0.005    0.008  16424.186  5661.803  1.001
1|id[1, 2424]            -0.877  0.634  -2.088    0.294      0.005    0.008  15322.143  5555.969  1.000
1|id[1, 2427]            -0.203  0.749  -1.605    1.190      0.006    0.011  15706.947  4981.043  1.001
1|id[1, 2428]            -0.874  0.644  -2.053    0.340      0.005    0.009  16328.843  5030.218  1.001
1|id[1, 2429]             0.291  0.591  -0.799    1.401      0.004    0.007  17253.238  5686.782  1.001
1|id[1, 2430]             0.323  0.580  -0.779    1.405      0.005    0.007  14851.333  6070.653  1.001
1|id[1, 2431]             0.671  0.594  -0.469    1.757      0.005    0.008  14955.838  5947.351  1.001
1|id[1, 2437]            -0.106  0.629  -1.257    1.103      0.005    0.008  17926.351  5405.466  1.000
1|id[1, 2439]             0.184  0.592  -0.969    1.275      0.005    0.008  15775.994  5779.825  1.000
1|id[1, 2441]             0.514  0.582  -0.506    1.685      0.005    0.007  16057.579  5946.333  1.000
1|id[1, 2442]            -0.718  0.651  -2.001    0.462      0.005    0.009  16065.465  5876.306  1.000
1|id[1, 2444]             0.603  0.594  -0.460    1.768      0.005    0.008  16676.522  5323.645  1.000
1|id[1, 2448]            -0.543  0.615  -1.709    0.615      0.005    0.009  17324.080  5021.937  1.001
1|id[1, 2450]             0.852  0.603  -0.241    2.034      0.005    0.007  14097.592  5250.342  1.000
1|id[1, 2451]             0.424  0.593  -0.693    1.535      0.004    0.008  17412.913  5891.133  1.000
1|id[1, 2453]             0.551  0.699  -0.759    1.910      0.005    0.010  17464.726  5392.229  1.000
1|id[1, 2455]            -0.391  0.577  -1.498    0.699      0.004    0.008  17639.486  5404.928  1.000
1|id[1, 2456]            -0.388  0.567  -1.402    0.708      0.005    0.007  15993.235  5849.906  1.000
1|id[1, 2457]             0.294  0.563  -0.776    1.327      0.004    0.007  16916.472  6137.142  1.000
1|id[1, 2458]             0.444  0.594  -0.666    1.579      0.005    0.008  16870.641  5528.679  1.002
1|id[1, 2459]            -0.850  0.630  -2.034    0.325      0.005    0.007  17910.787  6552.561  1.000
1|id[1, 2460]             0.989  0.614  -0.075    2.222      0.005    0.008  16563.559  5971.911  1.001
1|id[1, 2461]            -0.296  0.593  -1.485    0.739      0.004    0.008  18501.034  5543.486  1.000
1|id[1, 2462]             0.781  0.684  -0.467    2.066      0.005    0.009  18104.384  5263.217  1.001
1|id[1, 2464]             0.015  0.674  -1.202    1.323      0.005    0.009  16342.593  5480.080  1.001
1|id[1, 2465]             0.090  0.708  -1.225    1.430      0.005    0.009  18565.703  5480.519  1.003
1|id[1, 2473]             0.857  0.646  -0.345    2.098      0.005    0.008  16112.010  5744.619  1.001
1|id[1, 2486]            -0.190  0.754  -1.639    1.189      0.006    0.010  16174.581  5653.592  1.001
1|id[1, 2496]            -0.136  0.640  -1.362    1.015      0.005    0.008  17176.618  6207.923  1.000
1|id[1, 2497]            -0.227  0.635  -1.413    0.961      0.005    0.008  13479.195  5719.357  1.000
1|id[1, 2498]            -0.549  0.597  -1.678    0.545      0.005    0.008  16583.114  5628.014  1.001
1|id[1, 2499]            -0.503  0.615  -1.644    0.673      0.005    0.008  17053.266  6179.245  1.001
1|id[1, 2502]            -0.499  0.616  -1.599    0.705      0.005    0.008  16814.006  5988.844  1.001
1|id[1, 2504]             0.135  0.621  -1.074    1.271      0.005    0.008  17359.664  5895.770  1.001
1|id[1, 2505]             0.717  0.663  -0.515    1.994      0.005    0.009  16671.039  6050.649  1.000
1|id[1, 2506]            -0.589  0.599  -1.696    0.517      0.005    0.007  15713.571  6062.010  1.001
1|id[1, 2510]             0.029  0.632  -1.123    1.234      0.005    0.008  16280.470  5826.733  1.000
1|id[1, 2511]             0.507  0.625  -0.690    1.668      0.005    0.008  16258.701  5209.293  1.001
1|id[1, 2513]             0.078  0.571  -0.990    1.149      0.004    0.008  18215.988  5480.486  1.001
1|id[1, 2514]            -0.191  0.604  -1.320    0.942      0.005    0.007  16440.353  5915.728  1.000
1|id[1, 2516]            -0.463  0.693  -1.773    0.823      0.005    0.010  16903.042  5278.521  1.002
1|id[1, 2518]             0.005  0.629  -1.154    1.213      0.005    0.008  17319.446  5437.040  1.002
1|id[1, 2521]             0.504  0.583  -0.627    1.559      0.005    0.007  16002.613  5705.568  1.000
1|id[1, 2524]            -0.171  0.594  -1.232    0.979      0.004    0.008  19072.193  5658.401  1.000
1|id[1, 2529]            -0.177  0.599  -1.287    0.960      0.005    0.008  17242.465  5430.424  1.000
1|id[1, 2533]            -0.659  0.652  -1.868    0.580      0.005    0.009  16863.950  5573.062  1.000
1|id[1, 2534]             0.267  0.574  -0.839    1.336      0.005    0.007  14321.913  5602.831  1.000
1|id[1, 2538]             0.452  0.590  -0.653    1.582      0.005    0.008  14432.954  5201.705  1.000
1|id[1, 2539]             0.323  0.583  -0.819    1.363      0.005    0.007  13995.599  5832.303  1.003
1|id[1, 2540]             0.866  0.554  -0.144    1.978      0.005    0.007  14582.751  6205.007  1.001
1|id[1, 2541]            -0.616  0.593  -1.763    0.453      0.005    0.008  16979.398  6041.790  1.000
1|id[1, 2542]            -0.630  0.669  -1.867    0.636      0.006    0.008  14509.207  5970.245  1.001
