Target relationship: abs_chronotype_desync -> cluster
Model Formula: Formula(cluster ~ abs_chronotype_desync + age + patient_chronotype + sex + sri + (1|id))

                           mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
abs_chronotype_desync[1] -0.134  0.042  -0.216   -0.056      0.000    0.000  15248.143  6242.181  1.000
abs_chronotype_desync[2] -0.050  0.041  -0.124    0.030      0.000    0.000  14856.925  6708.018  1.001
1|id[1, 949]             -0.301  0.603  -1.454    0.865      0.005    0.009  16759.770  5051.337  1.001
1|id[1, 953]             -0.225  0.640  -1.446    0.973      0.005    0.008  18390.058  5861.368  1.000
1|id[1, 958]             -0.161  0.619  -1.291    1.033      0.005    0.008  14611.141  5842.473  1.000
1|id[1, 959]             -0.048  0.591  -1.215    1.018      0.004    0.008  18872.335  5524.816  1.001
1|id[1, 961]             -0.695  0.680  -1.981    0.554      0.006    0.009  15337.106  5772.112  1.001
1|id[1, 965]              0.782  0.614  -0.341    1.984      0.005    0.008  15962.832  5594.985  1.000
1|id[1, 966]              0.118  0.564  -0.925    1.193      0.005    0.007  15478.855  6290.136  1.000
1|id[1, 967]              0.553  0.634  -0.597    1.791      0.005    0.009  17185.635  5897.502  1.001
1|id[1, 968]             -0.358  0.651  -1.567    0.880      0.005    0.008  16242.989  5893.287  1.001
1|id[1, 970]              0.399  0.580  -0.658    1.501      0.004    0.007  16969.095  6263.493  1.000
1|id[1, 971]              0.161  0.563  -0.930    1.205      0.005    0.008  14053.033  5764.839  1.000
1|id[1, 973]              0.024  0.627  -1.137    1.254      0.005    0.008  16635.613  5655.827  1.000
1|id[1, 977]             -0.175  0.524  -1.162    0.814      0.004    0.007  16620.009  6031.687  1.000
1|id[1, 980]             -0.063  0.607  -1.144    1.122      0.005    0.008  16653.937  5929.404  1.001
1|id[1, 981]              0.717  0.591  -0.387    1.809      0.005    0.007  14599.713  5581.134  1.001
1|id[1, 989]             -0.648  0.615  -1.832    0.470      0.005    0.007  15254.402  6565.504  1.000
1|id[1, 990]              0.231  0.571  -0.877    1.283      0.005    0.008  15325.224  5900.174  1.001
1|id[1, 991]              0.212  0.565  -0.838    1.274      0.004    0.007  15807.412  5659.486  1.000
1|id[1, 995]             -0.007  0.605  -1.150    1.157      0.005    0.008  15802.289  5087.725  1.000
1|id[1, 996]              0.074  0.718  -1.275    1.420      0.006    0.010  14433.245  5724.563  1.001
1|id[1, 997]             -0.041  0.663  -1.317    1.181      0.005    0.008  16267.282  5749.941  1.000
1|id[1, 1003]             0.577  0.572  -0.534    1.586      0.004    0.008  16573.534  5912.571  1.002
1|id[1, 1004]            -0.627  0.672  -1.890    0.676      0.005    0.009  15990.625  5660.023  1.001
1|id[1, 1006]             0.760  0.557  -0.282    1.848      0.005    0.007  14814.234  6078.089  1.000
1|id[1, 1013]             0.914  0.580  -0.213    1.975      0.005    0.008  15382.488  5916.351  1.001
1|id[1, 1015]             0.870  0.619  -0.301    2.028      0.005    0.008  16209.848  5402.279  1.001
1|id[1, 1034]             0.449  0.573  -0.676    1.485      0.004    0.007  19782.628  6252.059  1.000
1|id[1, 1036]             0.938  0.583  -0.059    2.114      0.005    0.007  14622.548  6034.340  1.002
1|id[1, 1037]            -0.392  0.620  -1.561    0.776      0.005    0.009  15797.575  5813.901  1.001
1|id[1, 1038]             0.855  0.587  -0.274    1.932      0.005    0.007  15572.032  5530.163  1.000
1|id[1, 1039]             0.515  0.596  -0.604    1.642      0.005    0.008  14914.044  5690.915  1.000
1|id[1, 1040]             0.376  0.577  -0.687    1.453      0.005    0.007  14950.236  6218.657  1.000
1|id[1, 1041]            -0.086  0.579  -1.146    1.026      0.005    0.008  15740.576  5798.915  1.000
1|id[1, 1042]            -0.340  0.732  -1.732    1.031      0.006    0.010  17726.783  5402.698  1.000
1|id[1, 1043]            -0.481  0.601  -1.603    0.635      0.004    0.008  18013.555  5566.110  1.002
1|id[1, 1044]            -0.279  0.643  -1.521    0.890      0.005    0.008  16661.505  5672.939  1.000
1|id[1, 1045]             0.065  0.611  -1.087    1.210      0.005    0.008  16624.616  6025.923  1.000
1|id[1, 1047]             0.067  0.604  -1.071    1.173      0.005    0.008  16620.460  6108.874  1.001
1|id[1, 1049]             0.033  0.561  -0.977    1.112      0.004    0.007  19141.907  5846.688  1.001
1|id[1, 1050]            -0.458  0.610  -1.623    0.688      0.005    0.009  17045.519  5304.759  1.000
1|id[1, 1052]            -0.272  0.590  -1.367    0.853      0.004    0.007  17690.928  5680.204  1.000
1|id[1, 1055]             0.784  0.570  -0.274    1.869      0.005    0.007  15797.165  5883.603  1.000
1|id[1, 1059]            -0.916  0.626  -2.121    0.249      0.005    0.008  16729.453  5883.514  1.000
1|id[1, 1060]            -0.520  0.620  -1.685    0.630      0.005    0.008  15594.077  5265.189  1.002
1|id[1, 1061]            -0.227  0.633  -1.382    0.945      0.005    0.008  15336.516  5706.201  1.001
1|id[1, 1081]             0.783  0.601  -0.339    1.906      0.004    0.008  18640.773  5238.216  1.001
1|id[1, 1089]             0.286  0.599  -0.822    1.432      0.005    0.008  15047.832  6122.965  1.001
1|id[1, 1100]            -0.497  0.736  -1.899    0.876      0.006    0.010  17078.776  5308.131  1.002
1|id[1, 1105]            -0.455  0.631  -1.628    0.696      0.005    0.009  16807.324  5645.609  1.002
1|id[1, 1106]            -0.499  0.724  -1.933    0.809      0.005    0.009  17998.064  5601.283  1.001
1|id[1, 1113]             0.615  0.567  -0.446    1.650      0.005    0.008  15480.838  5555.549  1.000
1|id[1, 1126]            -0.449  0.580  -1.490    0.672      0.004    0.008  16659.627  5895.637  1.001
1|id[1, 1132]             0.551  0.601  -0.616    1.634      0.005    0.008  15733.805  5198.099  1.000
1|id[1, 1140]             0.792  0.613  -0.383    1.908      0.005    0.008  16165.125  5486.388  1.000
1|id[1, 1141]            -0.097  0.596  -1.262    0.983      0.005    0.008  16781.585  5477.551  1.001
1|id[1, 1149]             0.287  0.660  -0.960    1.525      0.005    0.009  16469.060  6006.224  1.001
1|id[1, 1150]             1.146  0.635  -0.105    2.282      0.005    0.009  15743.281  5415.735  1.000
1|id[1, 1152]             0.570  0.555  -0.419    1.667      0.005    0.007  15052.245  5927.907  1.000
1|id[1, 1153]             0.595  0.578  -0.486    1.670      0.005    0.007  16459.799  5637.984  1.000
1|id[1, 1154]            -0.669  0.668  -1.926    0.567      0.005    0.008  16241.635  6169.371  1.000
1|id[1, 1156]             0.203  0.583  -0.896    1.275      0.004    0.007  17267.048  6102.210  1.000
1|id[1, 1169]             0.705  0.591  -0.395    1.814      0.005    0.008  16906.998  5945.396  1.000
1|id[1, 1170]            -0.907  0.639  -2.138    0.234      0.005    0.008  16042.023  6079.226  1.000
1|id[1, 1173]             0.553  0.565  -0.467    1.679      0.005    0.008  14952.159  5685.378  1.001
1|id[1, 1176]             0.014  0.617  -1.085    1.233      0.005    0.008  15888.483  5721.507  1.000
1|id[1, 1177]            -1.055  0.613  -2.278    0.016      0.005    0.008  16572.825  5595.200  1.001
1|id[1, 1178]             0.355  0.757  -1.007    1.807      0.006    0.010  15491.359  5464.233  1.001
1|id[1, 1181]             0.721  0.603  -0.390    1.861      0.005    0.008  17933.224  5107.427  1.001
1|id[1, 1182]             0.789  0.661  -0.452    2.023      0.005    0.009  16185.481  6107.851  1.000
1|id[1, 1187]             0.404  0.562  -0.675    1.437      0.005    0.007  15509.190  6094.256  1.001
1|id[1, 1188]             0.609  0.654  -0.577    1.875      0.005    0.009  14801.800  5441.441  1.000
1|id[1, 1189]             0.264  0.625  -0.923    1.448      0.005    0.008  16261.656  5135.139  1.000
1|id[1, 1191]            -0.003  0.602  -1.150    1.103      0.004    0.008  19267.168  5482.407  1.002
1|id[1, 1192]            -0.082  0.600  -1.217    1.050      0.005    0.007  15268.405  5712.280  1.000
1|id[1, 1196]            -0.941  0.615  -2.048    0.259      0.005    0.009  15844.108  5156.347  1.000
1|id[1, 1200]            -0.342  0.576  -1.456    0.698      0.004    0.009  20306.855  4979.047  1.000
1|id[1, 1212]             0.301  0.601  -0.829    1.405      0.005    0.007  14791.279  6027.307  1.000
1|id[1, 1215]             0.175  0.706  -1.129    1.543      0.005    0.009  19012.423  5903.874  1.000
1|id[1, 1221]            -0.377  0.724  -1.731    0.978      0.006    0.009  16057.170  5667.001  1.003
1|id[1, 1222]            -0.325  0.637  -1.519    0.842      0.005    0.008  16222.782  5590.505  1.002
1|id[1, 1231]            -0.163  0.655  -1.384    1.088      0.005    0.009  15931.230  5370.453  1.000
1|id[1, 1234]             0.049  0.594  -1.055    1.182      0.005    0.008  17407.846  5262.573  1.001
1|id[1, 1235]             0.864  0.585  -0.230    1.957      0.004    0.007  16915.852  5773.028  1.001
1|id[1, 1237]             0.540  0.582  -0.516    1.669      0.005    0.007  14910.005  6182.917  1.001
1|id[1, 1239]             0.041  0.605  -1.070    1.184      0.004    0.008  19110.404  5671.486  1.001
1|id[1, 1257]            -0.887  0.629  -2.065    0.285      0.005    0.008  16840.625  6066.239  1.000
1|id[1, 1265]             0.589  0.591  -0.610    1.643      0.004    0.008  17337.244  5721.998  1.000
1|id[1, 1267]            -0.523  0.606  -1.644    0.610      0.005    0.007  14405.571  5898.753  1.001
1|id[1, 1276]            -0.153  0.554  -1.217    0.881      0.005    0.007  15067.986  5990.581  1.000
1|id[1, 1277]            -0.080  0.568  -1.134    1.016      0.005    0.007  14705.946  6076.863  1.000
1|id[1, 1294]             0.206  0.565  -0.811    1.308      0.005    0.007  15505.071  5341.767  1.001
1|id[1, 1296]            -1.006  0.617  -2.174    0.140      0.005    0.008  17346.353  5663.098  1.001
1|id[1, 1298]            -0.239  0.584  -1.341    0.842      0.004    0.008  17582.277  5571.236  1.000
1|id[1, 1299]             0.607  0.573  -0.458    1.683      0.005    0.007  15463.781  5612.150  1.002
1|id[1, 1300]            -0.491  0.706  -1.853    0.784      0.006    0.010  16167.778  5170.611  1.002
1|id[1, 1303]             0.092  0.574  -0.970    1.175      0.005    0.007  15202.714  5590.735  1.000
1|id[1, 1305]             0.011  0.600  -1.089    1.171      0.005    0.008  16134.727  6187.797  1.002
1|id[1, 1306]            -0.402  0.728  -1.774    0.941      0.005    0.010  18273.404  5693.244  1.001
1|id[1, 1307]             0.555  0.617  -0.632    1.684      0.005    0.009  16658.502  4648.156  1.001
1|id[1, 1308]            -0.183  0.616  -1.330    0.983      0.005    0.009  16267.406  5221.298  1.001
1|id[1, 1309]            -0.960  0.617  -2.097    0.205      0.005    0.008  17381.641  5627.256  1.001
1|id[1, 1313]             0.218  0.607  -0.949    1.324      0.005    0.008  16343.983  5501.051  1.000
1|id[1, 1317]            -1.085  0.611  -2.281    0.006      0.005    0.008  14195.179  5278.536  1.000
1|id[1, 1318]            -0.132  0.648  -1.360    1.060      0.005    0.008  14494.619  5265.552  1.000
1|id[1, 1328]            -0.352  0.643  -1.575    0.839      0.005    0.008  14722.220  5944.752  1.001
1|id[1, 1329]             0.069  0.616  -1.059    1.238      0.005    0.008  13279.562  5087.175  1.001
1|id[1, 1331]            -0.451  0.568  -1.574    0.568      0.004    0.007  18496.056  5556.324  1.000
1|id[1, 1332]             0.569  0.582  -0.510    1.682      0.005    0.008  16587.037  5663.055  1.001
1|id[1, 1339]            -0.328  0.612  -1.538    0.768      0.005    0.008  14344.534  6259.447  1.001
1|id[1, 1340]             0.267  0.574  -0.875    1.269      0.005    0.007  15503.097  5894.459  1.001
1|id[1, 1345]            -0.515  0.611  -1.750    0.549      0.005    0.008  16333.922  5776.118  1.000
1|id[1, 1346]            -0.427  0.571  -1.480    0.671      0.004    0.007  16451.987  5641.021  1.000
1|id[1, 1348]             0.102  0.718  -1.265    1.420      0.005    0.010  17743.951  5403.111  1.002
1|id[1, 1349]            -0.440  0.712  -1.799    0.887      0.005    0.010  17798.346  4936.265  1.000
1|id[1, 1352]             0.379  0.604  -0.764    1.484      0.005    0.008  15383.413  5646.057  1.000
1|id[1, 1353]             0.509  0.619  -0.634    1.703      0.005    0.008  15040.083  5600.795  1.001
1|id[1, 1354]             0.039  0.618  -1.138    1.176      0.005    0.008  16057.865  5626.454  1.000
1|id[1, 1355]             0.344  0.592  -0.799    1.403      0.004    0.008  17687.557  5780.723  1.001
1|id[1, 1356]            -0.594  0.605  -1.746    0.530      0.005    0.008  16282.753  5176.939  1.001
1|id[1, 1357]             0.469  0.594  -0.618    1.615      0.005    0.007  16236.319  6019.273  1.000
1|id[1, 1360]             0.101  0.628  -1.065    1.294      0.005    0.008  18951.406  5145.764  1.001
1|id[1, 1362]             0.292  0.572  -0.754    1.409      0.005    0.007  16169.588  5536.499  1.000
1|id[1, 1366]            -0.510  0.610  -1.683    0.621      0.005    0.008  18515.451  5361.586  1.000
1|id[1, 1368]             0.527  0.579  -0.535    1.619      0.004    0.008  18243.718  5386.398  1.002
1|id[1, 1369]            -0.633  0.605  -1.770    0.499      0.005    0.008  15165.565  5583.292  1.001
1|id[1, 1370]             0.031  0.615  -1.116    1.191      0.005    0.008  15930.550  5880.407  1.000
1|id[1, 1372]             0.705  0.558  -0.360    1.753      0.005    0.007  15230.230  5980.772  1.000
1|id[1, 1376]            -0.148  0.586  -1.222    0.959      0.004    0.007  17651.492  6261.729  1.000
1|id[1, 1380]            -0.690  0.596  -1.845    0.401      0.005    0.007  16599.313  6069.952  1.000
1|id[1, 1382]            -0.295  0.638  -1.484    0.931      0.005    0.008  14722.011  5529.596  1.000
1|id[1, 1384]             0.716  0.562  -0.317    1.790      0.004    0.007  16977.337  5587.658  1.001
1|id[1, 1385]             0.799  0.581  -0.243    1.926      0.005    0.007  16506.977  6111.949  1.000
1|id[1, 1386]             0.505  0.626  -0.699    1.662      0.005    0.008  15781.618  5685.482  1.001
1|id[1, 1387]             0.268  0.573  -0.832    1.336      0.005    0.007  14926.008  6013.515  1.000
1|id[1, 1389]             0.610  0.582  -0.457    1.696      0.005    0.007  16717.075  5937.990  1.000
1|id[1, 1390]            -0.155  0.576  -1.183    0.974      0.004    0.008  17177.422  5688.209  1.002
1|id[1, 1391]             0.123  0.624  -1.022    1.316      0.005    0.008  16168.199  5780.831  1.001
1|id[1, 1393]            -0.657  0.601  -1.872    0.424      0.005    0.007  16111.721  5807.208  1.000
1|id[1, 1420]             0.555  0.634  -0.606    1.760      0.005    0.009  16522.111  5757.400  1.001
1|id[1, 1421]             0.106  0.601  -1.003    1.248      0.005    0.007  14805.022  5943.788  1.001
1|id[1, 1422]             0.388  0.579  -0.749    1.413      0.005    0.007  15842.865  6048.560  1.000
1|id[1, 1424]             0.380  0.570  -0.728    1.417      0.004    0.007  16922.257  6404.152  1.001
1|id[1, 1425]            -0.325  0.603  -1.453    0.841      0.004    0.008  19211.511  5593.188  1.002
1|id[1, 1426]             0.314  0.657  -0.918    1.572      0.005    0.009  16175.400  4766.773  1.000
1|id[1, 1428]            -0.183  0.606  -1.367    0.916      0.004    0.008  18384.271  5671.605  1.001
1|id[1, 1429]            -0.424  0.633  -1.625    0.768      0.005    0.008  16095.322  5692.167  1.001
1|id[1, 1431]             0.262  0.636  -0.888    1.503      0.005    0.008  17287.277  5619.498  1.001
1|id[1, 1433]             0.179  0.584  -0.962    1.236      0.005    0.007  14518.776  6268.149  1.002
1|id[1, 1434]             0.251  0.569  -0.778    1.355      0.005    0.008  15799.901  5326.561  1.003
1|id[1, 1435]            -0.591  0.608  -1.760    0.501      0.005    0.008  15737.264  5732.140  1.000
1|id[1, 1437]             0.767  0.626  -0.438    1.938      0.005    0.008  15049.291  6006.415  1.000
1|id[1, 1443]             0.262  0.590  -0.874    1.332      0.004    0.007  18148.461  6058.456  1.000
1|id[1, 1447]            -0.299  0.633  -1.472    0.872      0.005    0.008  14601.805  5091.276  1.000
1|id[1, 1448]            -0.439  0.562  -1.510    0.596      0.004    0.008  18273.846  5092.038  1.002
1|id[1, 1449]             0.092  0.596  -0.990    1.209      0.005    0.007  15706.319  5566.466  1.002
1|id[1, 1454]            -0.471  0.613  -1.580    0.707      0.005    0.008  15027.495  6021.440  1.001
1|id[1, 1456]            -0.634  0.680  -2.049    0.542      0.005    0.009  19727.146  5539.727  1.001
1|id[1, 1457]            -0.530  0.603  -1.712    0.568      0.005    0.009  15435.705  5818.792  1.001
1|id[1, 1458]            -0.528  0.625  -1.717    0.623      0.005    0.009  17504.377  5195.335  1.001
1|id[1, 1459]            -0.421  0.635  -1.668    0.731      0.005    0.009  17911.483  5334.283  1.001
1|id[1, 1461]             0.437  0.585  -0.670    1.512      0.004    0.007  16912.830  6298.193  1.001
1|id[1, 1462]            -0.578  0.585  -1.690    0.518      0.005    0.008  16279.183  5206.225  1.001
1|id[1, 1464]            -0.324  0.635  -1.508    0.877      0.005    0.009  19677.465  5640.554  1.000
1|id[1, 1465]             1.479  0.594   0.379    2.637      0.005    0.008  15184.127  5367.118  1.000
1|id[1, 1467]             0.408  0.590  -0.655    1.567      0.005    0.007  16580.470  5697.237  1.002
1|id[1, 1468]             0.292  0.579  -0.788    1.388      0.004    0.008  17981.530  5335.767  1.001
1|id[1, 1469]             0.589  0.587  -0.512    1.707      0.005    0.008  16394.938  5340.640  1.000
1|id[1, 1470]             0.189  0.587  -0.896    1.289      0.005    0.007  16179.411  5871.265  1.001
1|id[1, 1472]             0.259  0.586  -0.906    1.336      0.004    0.008  18061.377  6012.269  1.000
1|id[1, 1473]             0.249  0.604  -0.837    1.440      0.005    0.007  16330.905  6363.887  1.000
1|id[1, 1476]            -0.604  0.601  -1.690    0.540      0.005    0.008  18001.818  5965.180  1.002
1|id[1, 1478]            -0.781  0.597  -1.934    0.309      0.005    0.008  12886.630  5804.017  1.002
1|id[1, 1492]            -0.493  0.613  -1.671    0.663      0.005    0.008  15503.086  5534.814  1.000
1|id[1, 1518]            -0.506  0.603  -1.618    0.618      0.005    0.008  16063.845  6025.019  1.001
1|id[1, 1549]            -0.532  0.613  -1.656    0.660      0.005    0.009  17703.695  5398.324  1.000
1|id[1, 1555]             0.037  0.671  -1.154    1.340      0.005    0.009  19197.791  6039.007  1.000
1|id[1, 1559]             0.303  0.565  -0.730    1.412      0.005    0.007  15523.807  6263.313  1.000
1|id[1, 1560]             0.296  0.642  -0.904    1.524      0.005    0.009  15198.635  5163.846  1.001
1|id[1, 1561]            -0.211  0.596  -1.320    0.941      0.005    0.008  14432.995  5449.914  1.003
1|id[1, 1563]             0.657  0.650  -0.559    1.890      0.005    0.009  16131.212  5290.261  1.002
1|id[1, 1564]             0.519  0.579  -0.562    1.619      0.004    0.008  18116.902  5888.596  1.001
1|id[1, 1565]             0.484  0.591  -0.659    1.556      0.005    0.008  13804.103  5337.511  1.002
1|id[1, 1566]             0.142  0.556  -0.896    1.212      0.005    0.007  13965.204  5713.753  1.001
1|id[1, 1572]             0.182  0.635  -1.007    1.361      0.005    0.008  16282.082  5755.171  1.001
1|id[1, 1574]            -0.066  0.676  -1.374    1.178      0.005    0.010  17171.476  5044.490  1.001
1|id[1, 1577]             0.300  0.584  -0.848    1.377      0.005    0.008  15722.443  5903.210  1.001
1|id[1, 1580]             0.125  0.635  -1.133    1.267      0.005    0.009  14949.277  5863.823  1.000
1|id[1, 1585]             0.537  0.623  -0.598    1.717      0.005    0.008  17006.254  5969.728  1.001
1|id[1, 1587]            -0.577  0.597  -1.685    0.545      0.005    0.008  17448.012  5446.622  1.001
1|id[1, 1588]            -0.535  0.668  -1.777    0.720      0.006    0.009  14169.690  4830.056  1.001
1|id[1, 1591]            -0.233  0.608  -1.359    0.941      0.005    0.008  15471.334  5323.078  1.000
1|id[1, 1592]            -0.404  0.635  -1.589    0.806      0.005    0.008  14940.074  5645.211  1.000
1|id[1, 1593]             0.340  0.664  -0.862    1.602      0.005    0.008  16833.177  5262.186  1.002
1|id[1, 1595]            -0.302  0.628  -1.485    0.842      0.005    0.007  14690.921  5819.609  1.001
1|id[1, 1596]            -0.199  0.761  -1.678    1.175      0.006    0.010  17048.994  5485.824  1.000
1|id[1, 1597]             0.460  0.624  -0.710    1.601      0.005    0.008  17134.872  5408.525  1.001
1|id[1, 1598]             0.285  0.573  -0.746    1.381      0.004    0.007  16530.369  6047.431  1.001
1|id[1, 1600]             0.315  0.548  -0.685    1.382      0.004    0.007  15388.036  6218.461  1.001
1|id[1, 1601]             0.012  0.542  -0.996    1.024      0.004    0.007  17131.827  6407.053  1.000
1|id[1, 1604]            -0.003  0.610  -1.157    1.125      0.004    0.008  18720.326  5516.769  1.001
1|id[1, 1611]            -0.577  0.667  -1.793    0.700      0.005    0.009  18974.452  5540.167  1.001
1|id[1, 1638]             0.127  0.632  -1.048    1.324      0.005    0.010  15822.585  4674.261  1.001
1|id[1, 1639]            -0.277  0.634  -1.497    0.873      0.005    0.009  16802.448  5566.679  1.001
1|id[1, 1640]            -0.204  0.586  -1.281    0.945      0.005    0.008  16397.975  5117.338  1.001
1|id[1, 1641]            -0.627  0.626  -1.853    0.511      0.005    0.008  13657.889  5747.145  1.000
1|id[1, 1642]            -0.640  0.614  -1.755    0.535      0.005    0.007  13559.318  6298.855  1.000
1|id[1, 1647]            -0.338  0.651  -1.546    0.893      0.005    0.008  16530.886  5429.481  1.001
1|id[1, 1648]             0.262  0.573  -0.830    1.327      0.005    0.007  13060.319  5824.011  1.001
1|id[1, 1650]            -0.153  0.582  -1.224    0.963      0.005    0.008  14301.175  5175.466  1.000
1|id[1, 1654]             0.626  0.609  -0.502    1.766      0.005    0.008  16250.432  5811.825  1.001
1|id[1, 1657]            -0.559  0.691  -1.876    0.739      0.006    0.009  15759.776  5399.880  1.000
1|id[1, 1659]             0.137  0.587  -0.947    1.264      0.005    0.008  15822.185  5632.573  1.001
1|id[1, 1662]             0.156  0.586  -0.948    1.243      0.005    0.008  15115.352  5420.111  1.000
1|id[1, 1678]             0.315  0.767  -1.155    1.743      0.006    0.011  17438.414  5720.223  1.002
1|id[1, 1679]             0.979  0.593  -0.111    2.110      0.004    0.008  17538.963  5171.265  1.001
1|id[1, 1684]             0.472  0.615  -0.636    1.661      0.005    0.007  16575.334  6245.802  1.001
1|id[1, 1688]            -0.694  0.655  -1.923    0.569      0.005    0.009  15353.426  5279.815  1.002
1|id[1, 1690]            -0.131  0.677  -1.460    1.092      0.005    0.010  17175.286  5588.589  1.004
1|id[1, 1691]             0.187  0.557  -0.804    1.313      0.004    0.008  17150.370  4802.623  1.000
1|id[1, 1694]             0.385  0.558  -0.661    1.408      0.004    0.007  16499.429  5986.814  1.002
1|id[1, 1695]            -0.205  0.654  -1.454    1.005      0.005    0.009  18235.642  5318.183  1.000
1|id[1, 1699]            -0.814  0.631  -2.048    0.327      0.005    0.008  13630.674  5336.748  1.000
1|id[1, 1700]            -0.665  0.663  -1.908    0.578      0.005    0.008  16685.805  5451.443  1.000
1|id[1, 1701]            -0.928  0.621  -2.125    0.190      0.005    0.008  15209.865  5331.418  1.000
1|id[1, 1704]             0.344  0.577  -0.696    1.452      0.004    0.007  16555.501  5891.264  1.000
1|id[1, 1710]            -0.019  0.582  -1.087    1.097      0.005    0.008  16649.922  6061.578  1.001
1|id[1, 1714]             0.281  0.623  -0.921    1.425      0.005    0.008  14647.075  5847.161  1.001
1|id[1, 1715]             0.347  0.624  -0.750    1.562      0.005    0.008  14280.129  5964.636  1.000
1|id[1, 1716]             0.667  0.625  -0.502    1.853      0.005    0.008  18193.508  5993.252  1.001
1|id[1, 1717]             0.300  0.638  -0.894    1.497      0.005    0.008  15003.087  6310.397  1.001
1|id[1, 1718]             0.668  0.627  -0.502    1.845      0.005    0.008  15844.203  5972.415  1.000
1|id[1, 1719]            -0.675  0.677  -1.946    0.617      0.005    0.008  16449.589  5872.479  1.002
1|id[1, 1720]            -0.029  0.621  -1.176    1.152      0.005    0.007  13178.309  6213.351  1.000
1|id[1, 1721]             0.127  0.618  -0.962    1.333      0.005    0.008  16308.674  5931.288  1.001
1|id[1, 1722]            -0.403  0.638  -1.632    0.746      0.005    0.009  16302.281  5558.696  1.001
1|id[1, 1723]            -0.056  0.621  -1.143    1.202      0.005    0.008  15054.165  5692.650  1.000
1|id[1, 1724]            -0.299  0.658  -1.522    0.972      0.005    0.008  15468.367  6098.584  1.001
1|id[1, 1725]            -0.642  0.667  -1.857    0.626      0.005    0.009  17124.064  5579.852  1.001
1|id[1, 1727]            -0.018  0.583  -1.123    1.061      0.005    0.007  16808.314  5590.034  1.001
1|id[1, 1731]            -0.520  0.602  -1.655    0.589      0.005    0.008  17239.259  5336.616  1.000
1|id[1, 1735]             0.148  0.565  -0.886    1.198      0.004    0.007  16032.225  6149.623  1.001
1|id[1, 1737]             0.353  0.570  -0.736    1.411      0.005    0.008  16062.002  5257.921  1.000
1|id[1, 1739]            -0.420  0.628  -1.566    0.778      0.005    0.010  17739.788  4760.801  1.001
1|id[1, 1740]             0.592  0.598  -0.506    1.748      0.005    0.008  15661.207  5735.599  1.001
1|id[1, 1741]             0.474  0.570  -0.547    1.607      0.005    0.007  15142.620  5921.028  1.000
1|id[1, 1742]            -0.182  0.656  -1.395    1.076      0.005    0.009  16241.634  5577.372  1.000
1|id[1, 1743]            -0.768  0.651  -2.044    0.410      0.005    0.009  15121.296  5449.011  1.000
1|id[1, 1744]             0.588  0.625  -0.616    1.714      0.005    0.008  13818.939  5798.487  1.001
1|id[1, 1745]             0.898  0.600  -0.166    2.085      0.005    0.008  17224.878  5796.814  1.001
1|id[1, 1746]            -0.852  0.635  -2.125    0.284      0.005    0.008  15491.894  5394.674  1.000
1|id[1, 1747]             0.193  0.637  -0.967    1.399      0.005    0.008  16046.721  6133.619  1.000
1|id[1, 1748]             0.250  0.596  -0.893    1.347      0.004    0.008  18936.197  5655.586  1.000
1|id[1, 1749]             0.438  0.582  -0.605    1.567      0.005    0.007  15464.143  6043.004  1.000
1|id[1, 1750]            -0.418  0.614  -1.585    0.709      0.005    0.009  16116.476  4499.141  1.001
1|id[1, 1752]            -0.403  0.622  -1.559    0.776      0.005    0.008  16312.068  4829.229  1.000
1|id[1, 1755]            -0.367  0.709  -1.739    0.944      0.005    0.009  16811.795  5541.738  1.001
1|id[1, 1756]             0.816  0.599  -0.263    1.959      0.005    0.008  16397.632  5285.536  1.001
1|id[1, 1757]             0.478  0.588  -0.653    1.537      0.005    0.007  16764.869  6182.878  1.001
1|id[1, 1758]             0.104  0.629  -1.124    1.226      0.005    0.008  17563.680  5450.862  1.002
1|id[1, 1759]            -0.401  0.604  -1.525    0.707      0.005    0.007  15287.854  6021.317  1.001
1|id[1, 1761]             0.250  0.579  -0.842    1.344      0.005    0.008  15876.113  5383.580  1.000
1|id[1, 1763]             0.266  0.626  -0.864    1.457      0.005    0.007  15546.224  6421.796  1.000
1|id[1, 1764]            -0.133  0.672  -1.389    1.138      0.005    0.009  16163.374  5859.350  1.000
1|id[1, 1765]             1.210  0.604   0.099    2.370      0.005    0.008  17078.392  6019.452  1.001
1|id[1, 1766]             0.268  0.563  -0.766    1.322      0.004    0.007  17351.252  5662.798  1.000
1|id[1, 1767]             0.152  0.609  -0.985    1.286      0.005    0.008  16683.097  5888.971  1.000
1|id[1, 1768]             0.032  0.638  -1.228    1.186      0.005    0.008  16210.902  6029.609  1.000
1|id[1, 1770]             0.492  0.597  -0.649    1.601      0.005    0.008  15823.717  5643.969  1.000
1|id[1, 1771]            -0.886  0.634  -2.102    0.257      0.005    0.008  16331.641  5931.172  1.001
1|id[1, 1772]             1.174  0.618   0.030    2.354      0.005    0.008  13961.249  5573.147  1.001
1|id[1, 1773]             0.566  0.572  -0.499    1.626      0.004    0.007  17055.476  5786.400  1.002
1|id[1, 1775]             0.079  0.611  -1.064    1.221      0.005    0.007  13987.516  6550.958  1.000
1|id[1, 1781]             0.880  0.596  -0.293    1.959      0.005    0.009  17119.690  5087.300  1.000
